step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
74,28634,74,0.021365125619127828,0.0,0.0,,,,,
75,28867,75,0.02313245364843538,0.0,0.0,,,,,
76,29116,76,0.02257422216787452,0.0,0.0,,,,,
77,29501,77,0.0217500476357635,0.0,0.0,,,,,
78,29854,78,0.009244161615046402,1.0,1.0,,,,,
79,30143,79,0.024670672058221245,0.0,0.0,,,,,
80,30368,80,0.03379343660584822,0.0,0.0,,,,,
81,30625,81,0.021848171057311065,0.0,0.0,0.020194164048496138,0.0,0.0,,
82,30842,82,0.02370738026763707,0.0,0.0,,,,,
83,30979,83,0.023509425560213567,0.0,0.0,,,,,
84,31380,84,0.02484684335036123,0.0,0.0,,,,,
85,31565,85,0.013276118895968378,1.0,1.0,,,,,
86,31982,86,0.03004159036032197,0.0,0.0,,,,,
87,32087,87,0.04604894351584126,0.0,0.0,,,,,
88,32288,88,0.022262398313514772,0.0,0.0,,,,,
89,32697,89,0.015260282297275905,1.0,1.0,0.018746376664366484,0.0,0.0,,
90,33346,90,0.022824110074781103,0.0,0.0,,,,,
91,33995,91,0.014370274889057014,1.0,1.0,,,,,
92,34404,92,0.019992061312433404,1.0,1.0,,,,,
93,35141,93,0.018782805245541555,0.0,0.0,,,,,
94,35302,94,0.011323795411575618,1.0,1.0,,,,,
95,35567,95,0.02095046654476294,0.0,0.0,,,,,
96,35768,96,0.026938218734974546,0.0,0.0,,,,,
97,35913,97,0.028975594714788583,1.0,1.0,0.026334210718817284,0.0,0.0,,
98,36026,98,0.033637221270660295,0.0,0.0,,,,,
99,36331,99,0.022535598328518182,0.0,0.0,,,,,
100,36932,100,0.01645103998486889,0.0,0.0,,,,,
101,37477,101,0.02169782712399705,0.0,0.0,,,,,
102,37686,102,0.040360018479367196,0.0,0.0,,,,,
103,38007,103,0.012474422072671366,0.0,0.0,,,,,
104,38192,104,0.025323692260209377,1.0,1.0,,,,,
105,38289,105,0.009703338549959546,1.0,1.0,0.030432291100180153,0.0,0.0,,
106,38594,106,0.02647319515790533,0.0,0.0,,,,,
107,39003,107,0.02168357867601588,0.0,0.0,,,,,
108,39124,108,0.031722242858556196,0.0,0.0,,,,,
109,39637,109,0.025220529074239453,1.0,1.0,,,,,
110,39990,110,0.018258199197103902,0.0,0.0,,,,,
111,40079,111,0.013922403934047261,1.0,1.0,,,,,
112,40560,112,0.018032965159463517,0.0,0.0,,,,,
113,41057,113,0.021768675696751987,0.0,0.0,0.026122323422091292,0.0,0.0,,
114,41314,114,0.028434715235005743,0.0,0.0,,,,,
115,41531,115,0.030959754765362748,0.0,0.0,,,,,
116,42180,116,0.02170657357916859,0.0,0.0,,,,,
117,42717,117,0.01832142717541576,0.0,0.0,,,,,
118,43078,118,0.022079591622917758,0.0,0.0,,,,,
119,43607,119,0.01977214954826524,0.0,0.0,,,,,
120,43992,120,0.01586814339092757,1.0,1.0,,,,,
121,44113,121,0.02645804854810918,0.0,0.0,0.02151408385896536,0.0,0.0,,
122,44306,122,0.023911405575629527,0.0,0.0,,,,,
123,44459,123,0.03134956179681205,0.0,0.0,,,,,
124,44644,124,0.027966938763682454,0.0,0.0,,,,,
125,45061,125,0.013829799470064488,1.0,1.0,,,,,
126,45614,126,0.019177127210592605,0.0,0.0,,,,,
127,45951,127,0.020036131679532918,1.0,1.0,,,,,
128,46184,128,0.025526715668893862,0.0,0.0,,,,,
129,46585,129,0.01602753613080185,0.0,0.0,0.018610618757406053,0.0,0.0,,
130,47298,130,0.019279126082238553,0.0,0.0,,,,,
131,47515,131,0.023290109041942605,1.0,1.0,,,,,
132,47908,132,0.01881341714631353,0.0,0.0,,,,0.2647058963775635,0.15372002459520395
133,48133,133,0.018227100724552858,0.0,0.0,,,,,
134,49110,134,0.016274759888105894,1.0,1.0,,,,,
135,49463,135,0.0056146848252334345,1.0,1.0,,,,,
136,49664,136,0.021196056075501592,1.0,1.0,,,,,
137,50033,137,0.017451986102478393,0.0,0.0,0.010869841416937424,0.0,0.0,,
138,50514,138,0.015582580095526015,0.0,0.0,,,,,
139,50923,139,0.009935029541181615,1.0,1.0,,,,,
140,51044,140,0.023921100386854088,0.0,0.0,,,,,
141,51189,141,0.005292990939551443,1.0,1.0,,,,,
142,51574,142,0.015643674630906438,0.0,0.0,,,,,
143,51863,143,0.01645578975865372,0.0,0.0,,,,,
144,52056,144,0.014307385381560534,1.0,1.0,,,,,
145,52281,145,0.0012336525087371238,1.0,1.0,0.006076327068969295,1.0,1.0,,
146,52418,146,0.016448015735324173,1.0,1.0,,,,,
147,52523,147,0.013409011133197911,1.0,1.0,,,,,
148,52828,148,0.01576025711322183,1.0,1.0,,,,,
149,53117,149,0.019649739182014427,1.0,1.0,,,,,
150,53294,150,0.019410158314417583,0.0,0.0,,,,,
151,53647,151,0.019988890166200885,0.0,0.0,,,,,
152,54040,152,0.012460710266992006,0.0,0.0,,,,,
153,54697,153,0.02003924679710975,0.0,0.0,0.01626004929714743,0.0,0.0,,
154,55106,154,0.021054055985190716,0.0,0.0,,,,,
155,55203,155,0.00340689626799808,1.0,1.0,,,,,
156,55812,156,0.020646703407245802,1.0,1.0,,,,,
157,55965,157,0.020435419017375188,1.0,1.0,,,,,
158,56294,158,0.013069416317907853,0.0,0.0,,,,,
159,56455,159,0.026129445257509022,0.0,0.0,,,,,
160,56632,160,0.014782511226343132,1.0,1.0,,,,,
161,56889,161,0.01751156832780259,0.0,0.0,0.021033032703342145,0.0,0.0,,
162,57538,162,0.02024265101427874,0.0,0.0,,,,,
163,57739,163,0.018796138339283723,0.0,0.0,,,,,
164,58268,164,0.026220236460637023,0.0,0.0,,,,,
165,58381,165,0.0230465045138951,0.0,0.0,,,,,
166,58686,166,0.019211886355051378,0.0,0.0,,,,,
167,59399,167,0.01817203693923713,0.0,0.0,,,,,
168,59840,168,0.018907685932355867,1.0,1.0,,,,,
169,60025,169,0.0043391437310741285,1.0,1.0,0.01765075582895443,0.0,0.0,,
170,60714,170,0.01841066662954797,0.0,0.0,,,,,
171,60867,171,0.017228315505148865,0.0,0.0,,,,,
172,61084,172,0.020351368012192915,1.0,1.0,,,,,
173,61637,173,0.015608916149093042,0.0,0.0,,,,,
174,61942,174,0.02066818826084586,0.0,0.0,,,,,
175,62455,175,0.022593755548215824,0.0,0.0,,,,,
176,62888,176,0.014935461942885924,1.0,1.0,,,,,
177,63177,177,0.018654778143520956,0.0,0.0,0.014030307205777163,0.0,0.0,,
178,63466,178,0.01618205093121665,0.0,0.0,,,,,
179,63699,179,0.01723829895722603,1.0,1.0,,,,,
180,64092,180,0.016354906872357817,0.0,0.0,,,,,
181,64341,181,0.022706861630923347,1.0,1.0,,,,,
182,64542,182,0.013507634585119149,1.0,1.0,,,,,
183,65023,183,0.01403176612020088,0.0,0.0,,,,,
184,65744,184,0.014751257809605926,1.0,1.0,,,,,
185,66057,185,0.016313870864368116,1.0,1.0,0.023888889021695,0.0,0.0,,
186,66322,186,0.015057610138849277,0.0,0.0,,,,,
187,66771,187,0.011506021909126462,1.0,1.0,,,,,
188,66956,188,0.018377229223272715,0.0,0.0,,,,,
189,67325,189,0.005599052656861694,1.0,1.0,,,,,
190,67766,190,0.010981987270924688,0.0,0.0,,,,,
191,68215,191,0.013721978965873337,0.0,0.0,,,,,
192,68440,192,0.0133204764043907,1.0,1.0,,,,,
193,68585,193,0.022615757851424088,0.0,0.0,0.01742246921239795,0.0,0.0,,
194,68978,194,0.010802141030445207,1.0,1.0,,,,,
195,69611,195,0.022527883117240112,0.0,0.0,,,,,
196,69772,196,0.003651646883392808,1.0,1.0,,,,,
197,69957,197,0.014671866741295714,1.0,1.0,,,,,
198,70230,198,0.027753556759951403,0.0,0.0,,,,,
199,70583,199,0.014212826447606046,0.0,0.0,,,,,
200,71080,200,0.02900394243569872,0.0,0.0,,,,,
201,71761,201,0.011498169138409208,1.0,1.0,0.01811663192271554,0.0,0.0,,
202,72122,202,0.01904428554252877,0.0,0.0,,,,,
203,72459,203,0.019142605631052752,0.0,0.0,,,,,
204,72956,204,0.015428032662171853,1.0,1.0,,,,,
205,73605,205,0.020701947432646625,0.0,0.0,,,,,
206,74142,206,0.018263852869330768,0.0,0.0,,,,,
207,74543,207,0.01709261689289027,0.0,0.0,,,,,
208,75280,208,0.014338051755432037,1.0,1.0,,,,,
209,75529,209,0.01627389771189237,1.0,1.0,0.011726018889597123,0.0,0.0,,
210,75730,210,0.016713676008416042,0.0,0.0,,,,,
211,76259,211,0.01487913154984698,1.0,1.0,,,,,
212,76644,212,0.012728526070884741,1.0,1.0,,,,,
213,77029,213,0.013160063309745534,1.0,1.0,,,,,
214,77118,214,0.004904197991378397,1.0,1.0,,,,,
215,77239,215,0.0025026346553406716,1.0,1.0,,,,,
216,77576,216,0.015816454945337566,0.0,0.0,,,,,
217,78153,217,0.012172162860514276,0.0,0.0,0.014445750273503255,0.0,0.0,,
218,78362,218,0.03625830221872364,0.0,0.0,,,,,
219,78939,219,0.014005081082984192,0.0,0.0,,,,,
220,79340,220,0.012560280277763456,0.0,0.0,,,,,
221,79637,221,0.010831790277801468,0.0,0.0,,,,,
222,79926,222,0.01845798769972761,0.0,0.0,,,,,
223,80463,223,0.014669598201355155,0.0,0.0,,,,,
224,80880,224,0.009211460738263986,1.0,1.0,,,,,
225,81369,225,0.018293358132602834,1.0,1.0,0.011753687303752558,0.0,0.0,,
226,81626,226,0.01528544825910796,0.0,0.0,,,,,
227,81787,227,0.009329136852757573,1.0,1.0,,,,,
228,82004,228,0.022966749271535896,1.0,1.0,,,,,
229,82125,229,0.025664936057512248,0.0,0.0,,,,,
230,82302,230,0.009535167651087953,1.0,1.0,,,,,
231,82767,231,0.014524851324202712,0.0,0.0,,,,,
232,83344,232,0.009162197190740191,0.0,0.0,,,,,
233,83569,233,0.02362065479309107,0.0,0.0,0.022181698220824893,0.0,0.0,,
234,83722,234,0.03386191876098085,0.0,0.0,,,,,
235,83891,235,0.022298510315678022,0.0,0.0,,,,,
236,84540,236,0.013669103537451656,0.0,0.0,,,,,
237,85141,237,0.013400554109595363,0.0,0.0,,,,,
238,85430,238,0.01297749430534152,1.0,1.0,,,,,
239,85687,239,0.023379908450496888,0.0,0.0,,,,,
240,85896,240,0.01714022120202751,1.0,1.0,,,,,
241,86241,241,0.005324447904737782,1.0,1.0,0.01621686050249888,0.0,0.0,,
242,86506,242,0.0065267166447469036,1.0,1.0,,,,,
243,86827,243,0.006456330230820713,1.0,1.0,,,,,
244,87164,244,0.017078986166428934,0.0,0.0,,,,,
245,87653,245,0.012608371028424334,0.0,0.0,,,,,
246,88062,246,0.009838045552115919,1.0,1.0,,,,,
247,88967,247,0.015474558184600425,0.0,0.0,,,,,
248,89200,248,0.009757074486128139,1.0,1.0,,,,,
249,89729,249,0.016908109865804728,0.0,0.0,0.015014151570064119,1.0,1.0,,
250,90138,250,0.009612367124983028,1.0,1.0,,,,,
251,90635,251,0.01363155536440808,1.0,1.0,,,,,
252,90948,252,0.016475726825763856,0.0,0.0,,,,,
253,91493,253,0.01499108596739994,0.0,0.0,,,,,
254,91878,254,0.014407689922294853,1.0,1.0,,,,,
255,92487,255,0.01305062430464711,0.0,0.0,,,,,
256,93136,256,0.011351383575989455,1.0,1.0,,,,,
257,93433,257,0.01904563859256825,1.0,1.0,0.0203368659000959,0.0,0.0,,
258,93850,258,0.022315058784648914,0.0,0.0,,,,,
259,94187,259,0.02507369797674701,0.0,0.0,,,,,
260,94596,260,0.014315006541224062,1.0,1.0,,,,,
261,94829,261,0.006371112178633548,1.0,1.0,,,,,
262,95126,262,0.007076727807552908,0.0,0.0,,,,,
263,95615,263,0.01563184994323178,1.0,1.0,,,,0.23529411852359772,0.2327057187738302
264,95864,264,0.012323859943241868,1.0,1.0,,,,,
265,96393,265,0.02279521384852853,1.0,1.0,0.014920163230355901,0.0,0.0,,
266,96946,266,0.012481526453774289,0.0,0.0,,,,,
267,97163,267,0.01289107381086412,1.0,1.0,,,,,
268,97252,268,0.0015355945644882755,1.0,1.0,,,,,
269,97637,269,0.01086766222095361,1.0,1.0,,,,,
270,98126,270,0.01026322995057299,1.0,1.0,,,,,
271,98519,271,0.007326705626361444,1.0,1.0,,,,,
272,98808,272,0.010376466115100885,1.0,1.0,,,,,
273,99337,273,0.012716458173139288,1.0,1.0,0.029757181230800088,0.0,0.0,,
274,99562,274,0.008606635891593356,1.0,1.0,,,,,
275,99947,275,0.01119168738000935,0.0,0.0,,,,,
276,100492,276,0.013057212762046534,0.0,0.0,,,,,
277,101205,277,0.014090516232498407,0.0,0.0,,,,,
278,101854,278,0.01652725695729502,0.0,0.0,,,,,
279,102263,279,0.008779209377658546,0.0,0.0,,,,,
280,102416,280,0.022830056875219315,1.0,1.0,,,,,
281,103097,281,0.010516899590809318,0.0,0.0,0.02432158689041012,0.0,0.0,,
282,103298,282,0.011268987165389151,1.0,1.0,,,,,
283,103483,283,0.001213809100355539,1.0,1.0,,,,,
284,103740,284,0.00926527188545963,1.0,1.0,,,,,
285,104349,285,0.011676451429389497,0.0,0.0,,,,,
286,104718,286,0.01266609234125898,0.0,0.0,,,,,
287,104943,287,0.015786716185122562,1.0,1.0,,,,,
288,105336,288,0.014042404575845388,0.0,0.0,,,,,
289,105673,289,0.011174816012374666,1.0,1.0,0.011855597232766036,0.0,0.0,,
290,105922,290,0.015047858924569862,1.0,1.0,,,,,
291,106043,291,0.009898230079566495,1.0,1.0,,,,,
292,106332,292,0.01458427995408415,0.0,0.0,,,,,
293,106549,293,0.01730910203903638,0.0,0.0,,,,,
294,106854,294,0.012180521905393031,0.0,0.0,,,,,
295,107167,295,0.020987941923036945,0.0,0.0,,,,,
296,107320,296,0.015570831692666376,1.0,1.0,,,,,
297,107729,297,0.009500162315679772,1.0,1.0,0.004639500091782018,1.0,1.0,,
298,108242,298,0.019993872212130212,0.0,0.0,,,,,
299,108403,299,0.004155612880115601,1.0,1.0,,,,,
300,108820,300,0.008051263733995324,1.0,1.0,,,,,
301,109109,301,0.012964911084610911,1.0,1.0,,,,,
302,109310,302,0.010763990924839529,1.0,1.0,,,,,
303,109575,303,0.003611556848452351,1.0,1.0,,,,,
304,110224,304,0.01725657175676084,0.0,0.0,,,,,
305,110721,305,0.011988877358762326,1.0,1.0,0.014290990123915952,0.0,0.0,,
306,111218,306,0.025088696031446103,1.0,1.0,,,,,
307,111611,307,0.012428530943419686,0.0,0.0,,,,,
308,111964,308,0.01350171477911245,1.0,1.0,,,,,
309,112597,309,0.01876088328846684,1.0,1.0,,,,,
310,112798,310,0.012766107351757046,1.0,1.0,,,,,
311,113279,311,0.00860645928263578,1.0,1.0,,,,,
312,113616,312,0.020759914159625838,1.0,1.0,,,,,
313,113953,313,0.016233622509404178,0.0,0.0,0.015658946507227274,0.0,0.0,,
314,114130,314,0.015458743958392307,0.0,0.0,,,,,
315,114547,315,0.01622156333997952,1.0,1.0,,,,,
316,114756,316,0.015195149009478446,0.0,0.0,,,,,
317,115157,317,0.010784151319357949,0.0,0.0,,,,,
318,115486,318,0.007164712433803699,1.0,1.0,,,,,
319,115839,319,0.0019989714292960575,1.0,1.0,,,,,
320,116056,320,0.017204712236857114,1.0,1.0,,,,,
321,116169,321,0.006731867445312706,1.0,1.0,0.02166264676072945,1.0,1.0,,
322,116554,322,0.007957459698612298,1.0,1.0,,,,,
323,116947,323,0.006691513059078259,1.0,1.0,,,,,
324,117300,324,0.007832998494389037,0.0,0.0,,,,,
325,117741,325,0.01453276362911998,1.0,1.0,,,,,
326,117910,326,0.015014117843767652,1.0,1.0,,,,,
327,118887,327,0.014066121076315365,0.0,0.0,,,,,
328,118984,328,0.0008302759448918925,1.0,1.0,,,,,
329,119633,329,0.012120184061896183,0.0,0.0,0.01487544259423641,0.0,0.0,,
330,120210,330,0.005589836296603225,1.0,1.0,,,,,
331,120499,331,0.011315963191198134,1.0,1.0,,,,,
332,120660,332,0.0016176457966885175,1.0,1.0,,,,,
333,121349,333,0.015906049532090676,0.0,0.0,,,,,
334,121494,334,0.010930023986188581,1.0,1.0,,,,,
335,122143,335,0.010058751922373035,1.0,1.0,,,,,
336,122448,336,0.01130528717495385,0.0,0.0,,,,,
337,122929,337,0.01131516243918298,0.0,0.0,0.014350774403926141,0.0,0.0,,
338,123194,338,0.010319840000052595,0.0,0.0,,,,,
339,123387,339,0.028670872494367852,0.0,0.0,,,,,
340,123620,340,0.01694821233281332,0.0,0.0,,,,,
341,124029,341,0.018759013273834703,0.0,0.0,,,,,
342,124750,342,0.012881735627045258,0.0,0.0,,,,,
343,125135,343,0.009252715324988944,0.0,0.0,,,,,
344,125392,344,0.0087608108469008,1.0,1.0,,,,,
345,125793,345,0.011911299177755996,1.0,1.0,0.018926377373675352,0.0,0.0,,
346,126066,346,0.019058256420115608,1.0,1.0,,,,,
347,126515,347,0.00969070166693955,1.0,1.0,,,,,
348,126620,348,0.003362568439719186,1.0,1.0,,,,,
349,126797,349,0.005224445542360198,1.0,1.0,,,,,
350,126942,350,0.0008468528513532509,1.0,1.0,,,,,
351,127127,351,0.0070486800529779795,1.0,1.0,,,,,
352,127288,352,0.013643094486776104,1.0,1.0,,,,,
353,127737,353,0.008425815092999518,1.0,1.0,0.02338875665335203,0.0,0.0,,
354,128234,354,0.0115129272148752,1.0,1.0,,,,,
355,128643,355,0.006406914212793471,1.0,1.0,,,,,
356,128764,356,0.0017824933951202696,1.0,1.0,,,,,
357,128901,357,0.022219494512966783,0.0,0.0,,,,,
358,129190,358,0.010452970773306928,1.0,1.0,,,,,
359,129791,359,0.009787402129236657,0.0,0.0,,,,,
360,130328,360,0.016559133336474515,0.0,0.0,,,,,
361,130641,361,0.010964297820645208,0.0,0.0,0.019630953488472134,0.0,0.0,,
362,131082,362,0.006019640840087083,1.0,1.0,,,,,
363,131443,363,0.014162020935238466,1.0,1.0,,,,,
364,132100,364,0.01720635894797491,0.0,0.0,,,,,
365,132437,365,0.013864415749375305,1.0,1.0,,,,,
366,133174,366,0.011397235218237293,1.0,1.0,,,,,
367,134079,367,0.013421278308082001,1.0,1.0,,,,,
368,134656,368,0.011066286460997539,1.0,1.0,,,,,
369,134953,369,0.013903294611796724,1.0,1.0,0.03348111455097237,0.0,0.0,,
370,135386,370,0.0115880201808844,0.0,0.0,,,,,
371,135923,371,0.01405379016635177,0.0,0.0,,,,,
372,136108,372,0.004865444436436809,1.0,1.0,,,,,
373,136429,373,0.005087992869677338,1.0,1.0,,,,,
374,136550,374,0.009168156627514397,1.0,1.0,,,,,
375,136839,375,0.0076584726217208835,1.0,1.0,,,,,
376,137016,376,0.005054456062916212,1.0,1.0,,,,,
377,137425,377,0.0071616749184256106,1.0,1.0,0.01380749296234948,0.0,0.0,,
378,137730,378,0.012706354269095934,1.0,1.0,,,,,
379,138307,379,0.010214373630916682,0.0,0.0,,,,,
380,138508,380,0.009433478211992708,1.0,1.0,,,,,
381,138877,381,0.00290758085656453,1.0,1.0,,,,,
382,139102,382,0.0004674895059293936,1.0,1.0,,,,,
383,139711,383,0.017675271620528055,1.0,1.0,,,,,
384,139920,384,0.03584362767014325,0.0,0.0,,,,,
385,140145,385,0.005362641401340075,1.0,1.0,0.01401670804865092,0.0,0.0,,
386,140674,386,0.013954280103306044,0.0,0.0,,,,,
387,141139,387,0.009537729668408523,1.0,1.0,,,,,
388,141292,388,0.006175572769222379,1.0,1.0,,,,,
389,141549,389,0.014581743582308345,1.0,1.0,,,,,
390,141894,390,0.0017051183998599841,1.0,1.0,,,,,
391,142199,391,0.008754503491510498,1.0,1.0,,,,,
392,142424,392,0.013394454908445545,1.0,1.0,,,,,
393,142585,393,0.0011139875607381776,1.0,1.0,0.012938181689832781,1.0,1.0,,
394,142970,394,0.008965850056246496,1.0,1.0,,,,0.3529411852359772,0.33269230769230773
395,143147,395,0.0056593856487197804,1.0,1.0,,,,,
396,143396,396,0.011098943727874755,1.0,1.0,,,,,
397,143749,397,0.005290707229870844,1.0,1.0,,,,,
398,143942,398,0.03138868486011192,0.0,0.0,,,,,
399,144479,399,0.014010541327072678,1.0,1.0,,,,,
400,144768,400,0.008817188576054335,1.0,1.0,,,,,
401,145057,401,0.00979054606398948,1.0,1.0,0.03434821736979848,0.0,0.0,,
402,145658,402,0.008438863339430829,1.0,1.0,,,,,
403,145859,403,0.0073537976371835624,1.0,1.0,,,,,
404,146540,404,0.007143235471014048,1.0,1.0,,,,,
405,147093,405,0.009619635547034325,0.0,0.0,,,,,
406,147214,406,0.001292338781751975,1.0,1.0,,,,,
407,147375,407,0.011405432159092559,1.0,1.0,,,,,
408,147640,408,0.002549375371654642,1.0,1.0,,,,,
409,147785,409,0.0072958894500329856,1.0,1.0,0.016476057968116155,0.0,0.0,,
410,148442,410,0.015811311292088893,1.0,1.0,,,,,
411,149155,411,0.012710666851374711,0.0,0.0,,,,,
412,149308,412,0.01805876960249466,1.0,1.0,,,,,
413,149805,413,0.00962267347122774,1.0,1.0,,,,,
414,149950,414,0.0008216929346057909,1.0,1.0,,,,,
415,150359,415,0.005974585569928107,1.0,1.0,,,,,
416,150904,416,0.011022070501378685,1.0,1.0,,,,,
417,150993,417,0.000873577359207241,1.0,1.0,0.0298089727737785,0.0,0.0,,
418,151298,418,0.010346014393676033,1.0,1.0,,,,,
419,151931,419,0.017065545436102347,1.0,1.0,,,,,
420,152108,420,0.004084113020037472,1.0,1.0,,,,,
421,152797,421,0.014295116968562694,0.0,0.0,,,,,
422,152918,422,0.005696886154149808,1.0,1.0,,,,,
423,153383,423,0.008053871557116836,1.0,1.0,,,,,
424,153600,424,0.007864613237663973,1.0,1.0,,,,,
425,153809,425,0.03475342776190495,0.0,0.0,0.02148770183347663,0.0,0.0,,
426,153930,426,0.005745009218541667,1.0,1.0,,,,,
427,154115,427,0.0007993978329616563,1.0,1.0,,,,,
428,154628,428,0.015867417778483377,1.0,1.0,,,,,
429,154853,429,0.0036105314277212206,1.0,1.0,,,,,
430,155222,430,0.002656105462501097,1.0,1.0,,,,,
431,155551,431,0.005851185606010259,1.0,1.0,,,,,
432,155872,432,0.004143904865277165,1.0,1.0,,,,,
433,156041,433,0.00944666514203595,1.0,1.0,0.02067031205341255,0.0,0.0,,
434,156258,434,0.014089977278941845,1.0,1.0,,,,,
435,156755,435,0.023204421582747617,1.0,1.0,,,,,
436,157252,436,0.01051291570240476,1.0,1.0,,,,,
437,157901,437,0.014609923010174964,1.0,1.0,,,,,
438,158254,438,0.0015798886277516096,1.0,1.0,,,,,
439,158791,439,0.011479633377138124,1.0,1.0,,,,,
440,159192,440,0.006466666307255735,1.0,1.0,,,,,
441,159305,441,0.0038769137213409974,1.0,1.0,0.02131547564255641,0.0,0.0,,
442,159834,442,0.020668732669525545,1.0,1.0,,,,,
443,160171,443,0.008318222044005502,1.0,1.0,,,,,
444,160428,444,0.006405165518556846,1.0,1.0,,,,,
445,160813,445,0.006026009813753262,1.0,1.0,,,,,
446,161718,446,0.012367315344677932,1.0,1.0,,,,,
447,162071,447,0.01020173208413146,1.0,1.0,,,,,
