step ,elapsed_tokens ,elapsed_examples ,training_loss         ,training_sequence_accuracy ,training_token_accuracy ,validation_loss       ,validation_sequence_accuracy ,validation_token_accuracy ,classification/accuracy ,classification/weighted_f1_score
 221 ,        557224 ,            1768 ,0.013756825230812607  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 222 ,        559856 ,            1776 ,0.015762986899032605  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 223 ,        561976 ,            1784 ,0.016393548275403517  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 224 ,        565568 ,            1792 ,0.00798025229553897   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 225 ,        567816 ,            1800 ,0.011276273454859804  ,                     1.0   ,                  1.0   ,0.01879273689178058   ,                       0.75  ,                    0.75  ,                        ,
 226 ,        570896 ,            1808 ,0.016837256497763634  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 227 ,        572760 ,            1816 ,0.018743736425321803  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 228 ,        575456 ,            1824 ,0.013769536843575467  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 229 ,        579112 ,            1832 ,0.010611000925117332  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 230 ,        581104 ,            1840 ,0.01719550044465298   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 231 ,        583736 ,            1848 ,0.011462239790208956  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 232 ,        586368 ,            1856 ,0.018969659743279202  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 233 ,        588040 ,            1864 ,0.015521973597621436  ,                     0.875 ,                  0.875 ,0.01557711928840417   ,                       0.75  ,                    0.75  ,                        ,
 234 ,        589648 ,            1872 ,0.018138407735160556  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 235 ,        592792 ,            1880 ,0.013466250405318519  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 236 ,        594656 ,            1888 ,0.018326703852047318  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 237 ,        596648 ,            1896 ,0.012928903663190695  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 238 ,        598384 ,            1904 ,0.016781977627957592  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 239 ,        600376 ,            1912 ,0.02024710843750984   ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 240 ,        603584 ,            1920 ,0.0163721692457379    ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 241 ,        605640 ,            1928 ,0.015377247580184973  ,                     1.0   ,                  1.0   ,0.011005587142733657  ,                       1.0   ,                    1.0   ,                        ,
 242 ,        607376 ,            1936 ,0.01566674407467788   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 243 ,        609368 ,            1944 ,0.01364705581945742   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 244 ,        613216 ,            1952 ,0.01315990017958025   ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 245 ,        616872 ,            1960 ,0.010004709188822519  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 246 ,        619824 ,            1968 ,0.012126518216774969  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 247 ,        621944 ,            1976 ,0.017804886568293078  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 248 ,        624768 ,            1984 ,0.01155832783622935   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 249 ,        627336 ,            1992 ,0.013732120652731453  ,                     0.75  ,                  0.75  ,0.020049332765253527  ,                       0.75  ,                    0.75  ,                        ,
 250 ,        629840 ,            2000 ,0.01349123500897059   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 251 ,        632664 ,            2008 ,0.012571621453934662  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 252 ,        634720 ,            2016 ,0.012330011940298867  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 253 ,        636008 ,            2024 ,0.01958864271225494   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 254 ,        638128 ,            2032 ,0.018546300199968727  ,                     0.625 ,                  0.625 ,                      ,                             ,                          ,                        ,
 255 ,        640504 ,            2040 ,0.014593978973848854  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 256 ,        643328 ,            2048 ,0.011182478839614731  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 257 ,        645128 ,            2056 ,0.014969076065020183  ,                     1.0   ,                  1.0   ,0.01603976468976012   ,                       0.875 ,                    0.875 ,                        ,
 258 ,        647376 ,            2064 ,0.0199943629481076    ,                     0.625 ,                  0.625 ,                      ,                             ,                          ,                        ,
 259 ,        649368 ,            2072 ,0.016356132823807365  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 260 ,        652384 ,            2080 ,0.01352404612861253   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 261 ,        655272 ,            2088 ,0.01413968396683263   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 262 ,        658224 ,            2096 ,0.01449548437435416   ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 263 ,        659960 ,            2104 ,0.015082925843020076  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 264 ,        664384 ,            2112 ,0.011519714426348733  ,                     0.625 ,                  0.625 ,                      ,                             ,                          ,                        ,
 265 ,        667720 ,            2120 ,0.011236194751969917  ,                     1.0   ,                  1.0   ,0.016354841631443     ,                       0.875 ,                    0.875 ,                        ,
 266 ,        669456 ,            2128 ,0.02145635478807455   ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 267 ,        671704 ,            2136 ,0.01708144804436287   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 268 ,        675040 ,            2144 ,0.012811231556828754  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 269 ,        677288 ,            2152 ,0.01436877126189486   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 270 ,        679728 ,            2160 ,0.017328099800851825  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 271 ,        681592 ,            2168 ,0.011520784241129888  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 272 ,        684992 ,            2176 ,0.008050773329027249  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 273 ,        687048 ,            2184 ,0.01854425718317891   ,                     0.75  ,                  0.75  ,0.012405798424896856  ,                       0.75  ,                    0.75  ,                        ,
 274 ,        689040 ,            2192 ,0.01821409959622175   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 275 ,        691928 ,            2200 ,0.010933890459361143  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 276 ,        694048 ,            2208 ,0.009827178612831179  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 277 ,        696872 ,            2216 ,0.012515588041533405  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 278 ,        700528 ,            2224 ,0.010602743814441562  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 279 ,        702392 ,            2232 ,0.019813908493789657  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 280 ,        704640 ,            2240 ,0.012201094677000264  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 281 ,        706824 ,            2248 ,0.011113211736608139  ,                     0.875 ,                  0.875 ,0.011282118543963028  ,                       0.875 ,                    0.875 ,                        ,
 282 ,        708944 ,            2256 ,0.012916084253323974  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 283 ,        710936 ,            2264 ,0.015617848375871915  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 284 ,        713248 ,            2272 ,0.01069826816198027   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 285 ,        715496 ,            2280 ,0.015133678538357476  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 286 ,        717616 ,            2288 ,0.015394746534020438  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 287 ,        720056 ,            2296 ,0.013277940106959204  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 288 ,        722624 ,            2304 ,0.01423226975436867   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 289 ,        724872 ,            2312 ,0.014858328752551749  ,                     1.0   ,                  1.0   ,0.012152566486543814  ,                       0.875 ,                    0.875 ,                        ,
 290 ,        725904 ,            2320 ,0.021920448009657888  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 291 ,        728792 ,            2328 ,0.011468627425789007  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 292 ,        731552 ,            2336 ,0.013863676497049629  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 293 ,        735976 ,            2344 ,0.008078437094806616  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 294 ,        736944 ,            2352 ,0.016417130146587657  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 295 ,        738808 ,            2360 ,0.01300236094431904   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 296 ,        740288 ,            2368 ,0.01635917541475393   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 297 ,        743304 ,            2376 ,0.01461069606656671   ,                     0.875 ,                  0.875 ,0.015205325116319496  ,                       0.875 ,                    0.875 ,                        ,
 298 ,        744784 ,            2384 ,0.01462818958823851   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 299 ,        747032 ,            2392 ,0.01171430267595034   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 300 ,        749664 ,            2400 ,0.012922025590499318  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 301 ,        751528 ,            2408 ,0.01314985821253173   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 302 ,        753264 ,            2416 ,0.015153220641833607  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 303 ,        756472 ,            2424 ,0.017575114813374208  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 304 ,        759616 ,            2432 ,0.017922507081559628  ,                     0.625 ,                  0.625 ,                      ,                             ,                          ,                        ,
 305 ,        762184 ,            2440 ,0.0171875328338015    ,                     0.625 ,                  0.625 ,0.018737323108332645  ,                       0.75  ,                    0.75  ,                        ,
 306 ,        765008 ,            2448 ,0.015636187750472465  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 307 ,        767576 ,            2456 ,0.011627982220591776  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 308 ,        769632 ,            2464 ,0.010520260193266726  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 309 ,        772200 ,            2472 ,0.011957154902195719  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 310 ,        774192 ,            2480 ,0.01432637532009281   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 311 ,        777208 ,            2488 ,0.018232794411147828  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 312 ,        779520 ,            2496 ,0.014228845428268673  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 313 ,        781512 ,            2504 ,0.017227737706612713  ,                     1.0   ,                  1.0   ,0.010489096304965832  ,                       1.0   ,                    1.0   ,                        ,
 314 ,        783760 ,            2512 ,0.01023463180711093   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 315 ,        786648 ,            2520 ,0.012575623170385474  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 316 ,        789472 ,            2528 ,0.010458339071809408  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 317 ,        792296 ,            2536 ,0.014369349056696639  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 318 ,        794160 ,            2544 ,0.014948458276307896  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 319 ,        797752 ,            2552 ,0.015151327900080018  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 320 ,        799488 ,            2560 ,0.010923297446225846  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 321 ,        801736 ,            2568 ,0.01605260023675344   ,                     0.875 ,                  0.875 ,0.011436632726471087  ,                       0.875 ,                    0.875 ,                        ,
 322 ,        804240 ,            2576 ,0.017002840782669414  ,                     0.5   ,                  0.5   ,                      ,                             ,                          ,                        ,
 323 ,        806360 ,            2584 ,0.013678635057006457  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 324 ,        809312 ,            2592 ,0.01105199301170716   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 325 ,        810856 ,            2600 ,0.017317056470285856  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 326 ,        812848 ,            2608 ,0.015121834008061448  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 327 ,        814328 ,            2616 ,0.019466858591443568  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 328 ,        816448 ,            2624 ,0.015024067226288514  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 329 ,        818440 ,            2632 ,0.013263235088735727  ,                     1.0   ,                  1.0   ,0.013381505847602603  ,                       0.75  ,                    0.75  ,                        ,
 330 ,        821776 ,            2640 ,0.014651087698032226  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 331 ,        824088 ,            2648 ,0.017432527890857634  ,                     0.625 ,                  0.625 ,                      ,                             ,                          ,                        ,
 332 ,        827232 ,            2656 ,0.014823824669493581  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 333 ,        830888 ,            2664 ,0.008714469255437137  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 334 ,        833264 ,            2672 ,0.01691339873587304   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 335 ,        836600 ,            2680 ,0.00990113027884415   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 336 ,        838848 ,            2688 ,0.01433703037043674   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 337 ,        840584 ,            2696 ,0.02034468470828267   ,                     0.875 ,                  0.875 ,0.008660572451281904  ,                       1.0   ,                    1.0   ,                        ,
 338 ,        842832 ,            2704 ,0.017386598474929186  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 339 ,        848856 ,            2712 ,0.00802758800082274   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 340 ,        850272 ,            2720 ,0.015493882691369797  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 341 ,        853416 ,            2728 ,0.011593788115890735  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 342 ,        855408 ,            2736 ,0.01682537703390399   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 343 ,        858488 ,            2744 ,0.010273966448582784  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 344 ,        860736 ,            2752 ,0.015197596838340531  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 345 ,        862792 ,            2760 ,0.010623408987321684  ,                     1.0   ,                  1.0   ,0.016996783529952646  ,                       0.75  ,                    0.75  ,                        ,
 346 ,        864464 ,            2768 ,0.006129863829451524  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 347 ,        867160 ,            2776 ,0.009337848167547489  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 348 ,        869280 ,            2784 ,0.007193277140055589  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 349 ,        871080 ,            2792 ,0.013502087965326481  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 350 ,        873264 ,            2800 ,0.016165268862419375  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 351 ,        876408 ,            2808 ,0.016333204230837076  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 352 ,        878272 ,            2816 ,0.017642806785187783  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 353 ,        879752 ,            2824 ,0.012711133576696749  ,                     0.875 ,                  0.875 ,0.010541624249579181  ,                       0.875 ,                    0.875 ,                        ,
 354 ,        882384 ,            2832 ,0.015703801194038754  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 355 ,        884568 ,            2840 ,0.01851325911108414   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 356 ,        886560 ,            2848 ,0.013248892585152935  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 357 ,        889448 ,            2856 ,0.011386773923690802  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 358 ,        892592 ,            2864 ,0.009536561954470071  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 359 ,        895480 ,            2872 ,0.011248888252244424  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 360 ,        897152 ,            2880 ,0.012875946018442837  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 361 ,        901320 ,            2888 ,0.014264079365913342  ,                     0.875 ,                  0.875 ,0.012440493800938479  ,                       0.75  ,                    0.75  ,                        ,
 362 ,        904208 ,            2896 ,0.010641219878512074  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 363 ,        906840 ,            2904 ,0.008919843786490168  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 364 ,        909600 ,            2912 ,0.01096927067593242   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 365 ,        911720 ,            2920 ,0.01640493894596859   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 366 ,        914352 ,            2928 ,0.012156339185699179  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 367 ,        916728 ,            2936 ,0.013264620687188632  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 368 ,        919936 ,            2944 ,0.0115639875009406    ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 369 ,        921800 ,            2952 ,0.017077303172004392  ,                     0.875 ,                  0.875 ,0.011281241897474703  ,                       1.0   ,                    1.0   ,                        ,
 370 ,        924688 ,            2960 ,0.01177764737579387   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 371 ,        927320 ,            2968 ,0.00907253803109151   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 372 ,        929120 ,            2976 ,0.015397628233168632  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 373 ,        930600 ,            2984 ,0.012178613869454702  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 374 ,        933104 ,            2992 ,0.01753086522128412   ,                     0.625 ,                  0.625 ,                      ,                             ,                          ,                        ,
 375 ,        935736 ,            3000 ,0.012166596114925614  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 376 ,        938752 ,            3008 ,0.00955734436662232   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 377 ,        940616 ,            3016 ,0.014859480571724834  ,                     0.875 ,                  0.875 ,0.008483832686940458  ,                       1.0   ,                    1.0   ,                        ,
 378 ,        942928 ,            3024 ,0.011812326787483103  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 379 ,        946392 ,            3032 ,0.007518047416851257  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 380 ,        949664 ,            3040 ,0.011423804596980641  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 381 ,        952680 ,            3048 ,0.012926058856148372  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 382 ,        955056 ,            3056 ,0.014587142507378765  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 383 ,        956920 ,            3064 ,0.012645208097132956  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 384 ,        959872 ,            3072 ,0.010616084858856999  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 385 ,        962440 ,            3080 ,0.014530543942750959  ,                     1.0   ,                  1.0   ,0.00784480792098671   ,                       1.0   ,                    1.0   ,                        ,
 386 ,        964432 ,            3088 ,0.012889785149147952  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 387 ,        966680 ,            3096 ,0.010006187666273156  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 388 ,        968032 ,            3104 ,0.012860466503577242  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 389 ,        970920 ,            3112 ,0.009662138135763202  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 390 ,        973808 ,            3120 ,0.017041230953411285  ,                     0.625 ,                  0.625 ,                      ,                             ,                          ,                        ,
 391 ,        975800 ,            3128 ,0.011401899716959747  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 392 ,        978240 ,            3136 ,0.013300428750952983  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 393 ,        980360 ,            3144 ,0.01011228580780243   ,                     1.0   ,                  1.0   ,0.0133460348063577    ,                       1.0   ,                    1.0   ,                        ,
 394 ,        984784 ,            3152 ,0.00901416141206863   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 395 ,        986648 ,            3160 ,0.012767480077030867  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 396 ,        988832 ,            3168 ,0.00902927688825364   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 397 ,        991784 ,            3176 ,0.015177572158186926  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 398 ,        993968 ,            3184 ,0.013206503938792448  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 399 ,        997368 ,            3192 ,0.011076219837798908  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 400 ,        998912 ,            3200 ,0.01062126310106907   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 401 ,       1001800 ,            3208 ,0.012142529481296347  ,                     0.75  ,                  0.75  ,0.012422920979914603  ,                       1.0   ,                    1.0   ,                        ,
 402 ,       1004816 ,            3216 ,0.013616711498965164  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 403 ,       1007512 ,            3224 ,0.01375036264733085   ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 404 ,       1009696 ,            3232 ,0.017310303058610386  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 405 ,       1012648 ,            3240 ,0.010937001158526187  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 406 ,       1015088 ,            3248 ,0.011122284891475948  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
 407 ,       1017976 ,            3256 ,0.011056504085791459  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 408 ,       1019648 ,            3264 ,0.014241179785086482  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 409 ,       1023304 ,            3272 ,0.01032825115669756   ,                     0.875 ,                  0.875 ,0.01114834658646006   ,                       0.875 ,                    0.875 ,                        ,
 410 ,       1026064 ,            3280 ,0.01163211801856531   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 411 ,       1028632 ,            3288 ,0.00932212043169615   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 412 ,       1032480 ,            3296 ,0.011794810563356546  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 413 ,       1034728 ,            3304 ,0.01292849395304362   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 414 ,       1036144 ,            3312 ,0.015923947257471024  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 415 ,       1038392 ,            3320 ,0.00949267987995777   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 416 ,       1039808 ,            3328 ,0.016306457320209803  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 417 ,       1042440 ,            3336 ,0.013039579684751326  ,                     0.875 ,                  0.875 ,0.01055381990199338   ,                       0.875 ,                    0.875 ,                        ,
 418 ,       1045008 ,            3344 ,0.016482124780868922  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 419 ,       1047064 ,            3352 ,0.013834600547736465  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 420 ,       1049568 ,            3360 ,0.011972675682114705  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
 421 ,       1051880 ,            3368 ,0.010118284423700429  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 422 ,       1053872 ,            3376 ,0.008488541153663886  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
 423 ,       1055608 ,            3384 ,0.010753868572783399  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
