step ,elapsed_tokens ,elapsed_examples ,training_loss         ,training_sequence_accuracy ,training_token_accuracy ,validation_loss       ,validation_sequence_accuracy ,validation_token_accuracy ,classification/accuracy ,classification/weighted_f1_score
1778 ,       4538704 ,           14224 ,0.002326266643249148  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1779 ,       4540312 ,           14232 ,0.013596253890460572  ,                     0.625 ,                  0.625 ,                      ,                             ,                          ,                        ,
1780 ,       4542304 ,           14240 ,0.0029355057163676186 ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1781 ,       4543784 ,           14248 ,0.006696051231692236  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1782 ,       4545712 ,           14256 ,0.00506749879730484   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1783 ,       4547704 ,           14264 ,0.005341833081572959  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1784 ,       4549248 ,           14272 ,0.006156427956876602  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1785 ,       4551304 ,           14280 ,0.005509460921981856  ,                     0.875 ,                  0.875 ,0.007022744888865422  ,                       1.0   ,                    1.0   ,                        ,
1786 ,       4553296 ,           14288 ,0.009456772270406444  ,                     0.625 ,                  0.625 ,                      ,                             ,                          ,                        ,
1787 ,       4556248 ,           14296 ,0.002609694068254851  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1788 ,       4558624 ,           14304 ,0.003056877717214907  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1789 ,       4560808 ,           14312 ,0.005511222597294823  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1790 ,       4563696 ,           14320 ,0.002771239879559574  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1791 ,       4565496 ,           14328 ,0.005522520793082168  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1792 ,       4567552 ,           14336 ,0.004261442756392291  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1793 ,       4570952 ,           14344 ,0.003907363196982456  ,                     0.875 ,                  0.875 ,0.007064780712018361  ,                       0.75  ,                    0.75  ,                        ,
1794 ,       4573008 ,           14352 ,0.005735829139622978  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1795 ,       4575896 ,           14360 ,0.0041012856411636696 ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1796 ,       4577696 ,           14368 ,0.00678425711236363   ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1797 ,       4580456 ,           14376 ,0.00324800632724931   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1798 ,       4583344 ,           14384 ,0.0023642612315719846 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1799 ,       4585976 ,           14392 ,0.00570427531550799   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1800 ,       4587520 ,           14400 ,0.0025824135462469934 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1801 ,       4590088 ,           14408 ,0.0026697490045620395 ,                     0.875 ,                  0.875 ,0.008554724028197023  ,                       0.625 ,                    0.625 ,                        ,
1802 ,       4591888 ,           14416 ,0.0040907824638079906 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1803 ,       4594840 ,           14424 ,0.0013692959255416346 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1804 ,       4597408 ,           14432 ,0.00828624264902865   ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1805 ,       4599400 ,           14440 ,0.002984391800683586  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1806 ,       4601072 ,           14448 ,0.004004435934453334  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1807 ,       4604216 ,           14456 ,0.004191969082404693  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1808 ,       4606208 ,           14464 ,0.003481291011479317  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1809 ,       4607752 ,           14472 ,0.004334389971590232  ,                     1.0   ,                  1.0   ,0.006300872300624418  ,                       0.75  ,                    0.75  ,                        ,
1810 ,       4609936 ,           14480 ,0.003098395637567483  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1811 ,       4613144 ,           14488 ,0.004470028416699583  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1812 ,       4615776 ,           14496 ,0.004888762988146807  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1813 ,       4617832 ,           14504 ,0.003267844660041153  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1814 ,       4619696 ,           14512 ,0.004288448472210547  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1815 ,       4621496 ,           14520 ,0.0023118049162273832 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1816 ,       4623808 ,           14528 ,0.008172529574170986  ,                     0.625 ,                  0.625 ,                      ,                             ,                          ,                        ,
1817 ,       4625800 ,           14536 ,0.007246523187491182  ,                     0.75  ,                  0.75  ,0.002460761550010466  ,                       1.0   ,                    1.0   ,                        ,
1818 ,       4627600 ,           14544 ,0.007295420954336902  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1819 ,       4629400 ,           14552 ,0.004454821490446819  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1820 ,       4632736 ,           14560 ,0.0031959010496440984 ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1821 ,       4634856 ,           14568 ,0.002995410150349228  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1822 ,       4637232 ,           14576 ,0.003759035194457559  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1823 ,       4638584 ,           14584 ,0.003878803787238997  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1824 ,       4640704 ,           14592 ,0.003178958133190699  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1825 ,       4644040 ,           14600 ,0.0038351429022006104 ,                     0.875 ,                  0.875 ,0.0023253924383142043 ,                       1.0   ,                    1.0   ,                        ,
1826 ,       4646096 ,           14608 ,0.0028428519322234998 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1827 ,       4648600 ,           14616 ,0.004746848713776568  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1828 ,       4649952 ,           14624 ,0.005058304788677436  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1829 ,       4651880 ,           14632 ,0.003192839121058542  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1830 ,       4654448 ,           14640 ,0.00412495470711102   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1831 ,       4656760 ,           14648 ,0.005028525003831437  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1832 ,       4658880 ,           14656 ,0.004911872607181037  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1833 ,       4661128 ,           14664 ,0.004563442620889459  ,                     0.875 ,                  0.875 ,0.008392795831325859  ,                       0.625 ,                    0.625 ,                        ,
1834 ,       4663760 ,           14672 ,0.005876735504948474  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1835 ,       4666072 ,           14680 ,0.002944089557601084  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1836 ,       4668960 ,           14688 ,0.004511902741463107  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1837 ,       4671528 ,           14696 ,0.0027664426347774286 ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1838 ,       4673712 ,           14704 ,0.004279221594564579  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1839 ,       4677048 ,           14712 ,0.0016500803136091046 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1840 ,       4679104 ,           14720 ,0.004710123446716513  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1841 ,       4681352 ,           14728 ,0.005750302926112099  ,                     0.875 ,                  0.875 ,0.003013529193169122  ,                       1.0   ,                    1.0   ,                        ,
1842 ,       4684368 ,           14736 ,0.004334912567471701  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1843 ,       4686040 ,           14744 ,0.00509496778493295   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1844 ,       4688288 ,           14752 ,0.0038852374235166806 ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1845 ,       4689576 ,           14760 ,0.0046455179350229445 ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1846 ,       4691888 ,           14768 ,0.004527303511553815  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1847 ,       4694136 ,           14776 ,0.004829818030603998  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1848 ,       4696512 ,           14784 ,0.0043564311227029355 ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1849 ,       4700168 ,           14792 ,0.0039311139251155865 ,                     0.75  ,                  0.75  ,0.004666455525758752  ,                       0.75  ,                    0.75  ,                        ,
1850 ,       4701968 ,           14800 ,0.0025358096444396696 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1851 ,       4703960 ,           14808 ,0.002079969113636357  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1852 ,       4706400 ,           14816 ,0.002171895067842737  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1853 ,       4708520 ,           14824 ,0.003203919911265278  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1854 ,       4710832 ,           14832 ,0.002269464683946825  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1855 ,       4713208 ,           14840 ,0.0026623399900569883 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1856 ,       4716416 ,           14848 ,0.003640116397925276  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1857 ,       4719048 ,           14856 ,0.0016404390642031266 ,                     1.0   ,                  1.0   ,0.005704403200510486  ,                       0.75  ,                    0.75  ,                        ,
1858 ,       4721296 ,           14864 ,0.004060004787357623  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1859 ,       4725144 ,           14872 ,0.0034415678074902496 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1860 ,       4727968 ,           14880 ,0.003093221557984291  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1861 ,       4731112 ,           14888 ,0.0019184051183776872 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1862 ,       4732976 ,           14896 ,0.006185837806618704  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1863 ,       4736120 ,           14904 ,0.002413910825687285  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1864 ,       4738176 ,           14912 ,0.0016815355365781138 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1865 ,       4740168 ,           14920 ,0.0021174214808739804 ,                     1.0   ,                  1.0   ,0.004002708220337137  ,                       0.875 ,                    0.875 ,                        ,
1866 ,       4742992 ,           14928 ,0.003698665607339294  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1867 ,       4745624 ,           14936 ,0.0053604447408847995 ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1868 ,       4747872 ,           14944 ,0.004849963761122289  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1869 ,       4749480 ,           14952 ,0.0024107597322957698 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1870 ,       4752240 ,           14960 ,0.0020939033920946712 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1871 ,       4754872 ,           14968 ,0.005802296556875822  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1872 ,       4758528 ,           14976 ,0.0038239764644014173 ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1873 ,       4760136 ,           14984 ,0.0017688869284725225 ,                     1.0   ,                  1.0   ,0.004589429414967953  ,                       1.0   ,                    1.0   ,                        ,
1874 ,       4762064 ,           14992 ,0.0031795241412219187 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1875 ,       4764504 ,           15000 ,0.0024382569615207773 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1876 ,       4767648 ,           15008 ,0.005008203079211731  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1877 ,       4770600 ,           15016 ,0.0018728669812540734 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1878 ,       4773552 ,           15024 ,0.002803145945778304  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1879 ,       4776056 ,           15032 ,0.006140282088579959  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1880 ,       4779392 ,           15040 ,0.004984481122904714  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1881 ,       4781064 ,           15048 ,0.006256410147083769  ,                     0.75  ,                  0.75  ,0.005211464650439097  ,                       0.875 ,                    0.875 ,                        ,
1882 ,       4782672 ,           15056 ,0.0023899140879122685 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1883 ,       4784728 ,           15064 ,0.008124447521859606  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1884 ,       4787488 ,           15072 ,0.004616070911465722  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1885 ,       4789480 ,           15080 ,0.0024808646375429014 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1886 ,       4791536 ,           15088 ,0.00483798358082401   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1887 ,       4794168 ,           15096 ,0.002993607420043849  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1888 ,       4796288 ,           15104 ,0.002020470189050636  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1889 ,       4797768 ,           15112 ,0.0026149208499879994 ,                     1.0   ,                  1.0   ,0.002211651339721597  ,                       1.0   ,                    1.0   ,                        ,
1890 ,       4800400 ,           15120 ,0.005551154194999229  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1891 ,       4802712 ,           15128 ,0.0032274251670887824 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1892 ,       4805600 ,           15136 ,0.0018411539101798866 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1893 ,       4808616 ,           15144 ,0.004003373680370741  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1894 ,       4812336 ,           15152 ,0.003165916871989847  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1895 ,       4816568 ,           15160 ,0.0015443753044578341 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1896 ,       4819136 ,           15168 ,0.004095703080033928  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1897 ,       4821000 ,           15176 ,0.004708102001164507  ,                     0.875 ,                  0.875 ,0.003931957984232606  ,                       0.875 ,                    0.875 ,                        ,
1898 ,       4823632 ,           15184 ,0.0037279288598329133 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1899 ,       4825624 ,           15192 ,0.005378662313323243  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1900 ,       4828448 ,           15200 ,0.004714016553289619  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1901 ,       4831208 ,           15208 ,0.005790491747593285  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1902 ,       4833072 ,           15216 ,0.004326677263133186  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1903 ,       4836024 ,           15224 ,0.003718968941358613  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1904 ,       4838848 ,           15232 ,0.006060170027121802  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1905 ,       4843272 ,           15240 ,0.002753922515892104  ,                     1.0   ,                  1.0   ,0.005291989341243011  ,                       1.0   ,                    1.0   ,                        ,
1906 ,       4845328 ,           15248 ,0.00545316196312497   ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1907 ,       4847896 ,           15256 ,0.006920772336416402  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1908 ,       4849632 ,           15264 ,0.0024586056437793605 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1909 ,       4852136 ,           15272 ,0.003297662227751861  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1910 ,       4854384 ,           15280 ,0.004233710300224171  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1911 ,       4856120 ,           15288 ,0.002502986570384933  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1912 ,       4858496 ,           15296 ,0.002260608561740206  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1913 ,       4860488 ,           15304 ,0.002566442480219972  ,                     1.0   ,                  1.0   ,0.006059964148908695  ,                       0.75  ,                    0.75  ,                        ,
1914 ,       4862928 ,           15312 ,0.0048309389545872555 ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1915 ,       4864856 ,           15320 ,0.005513855448930968  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1916 ,       4867424 ,           15328 ,0.00405239911878924   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1917 ,       4869544 ,           15336 ,0.004885463400654722  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1918 ,       4872944 ,           15344 ,0.0014138314788244351 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1919 ,       4877368 ,           15352 ,0.004638729072397714  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1920 ,       4881408 ,           15360 ,0.004154669924615791  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1921 ,       4883464 ,           15368 ,0.0030919613691902555 ,                     1.0   ,                  1.0   ,0.0034823969689580622 ,                       1.0   ,                    1.0   ,                        ,
1922 ,       4886352 ,           15376 ,0.005535215533859371  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1923 ,       4889240 ,           15384 ,0.004353021272713935  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1924 ,       4891296 ,           15392 ,0.004625800307037879  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1925 ,       4893992 ,           15400 ,0.0021700932161067867 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1926 ,       4895856 ,           15408 ,0.0036616251345468094 ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1927 ,       4899896 ,           15416 ,0.0032357406487092065 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1928 ,       4902784 ,           15424 ,0.0042242570671269    ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1929 ,       4904136 ,           15432 ,0.005579009634755432  ,                     1.0   ,                  1.0   ,0.002585798749529132  ,                       1.0   ,                    1.0   ,                        ,
1930 ,       4905680 ,           15440 ,0.008359859356651391  ,                     0.625 ,                  0.625 ,                      ,                             ,                          ,                        ,
1931 ,       4907672 ,           15448 ,0.003615566044579874  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1932 ,       4910304 ,           15456 ,0.002319246920616879  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1933 ,       4911912 ,           15464 ,0.004822855448466581  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1934 ,       4913968 ,           15472 ,0.005715603935038881  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1935 ,       4916600 ,           15480 ,0.002008384493804237  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1936 ,       4918848 ,           15488 ,0.0037027824341817127 ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1937 ,       4921352 ,           15496 ,0.0031655130435611703 ,                     0.875 ,                  0.875 ,0.007916397337122114  ,                       0.875 ,                    0.875 ,                        ,
1938 ,       4923088 ,           15504 ,0.003761067564723643  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1939 ,       4925400 ,           15512 ,0.001519810611563324  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1940 ,       4929120 ,           15520 ,0.0033316295587643113 ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1941 ,       4930792 ,           15528 ,0.00316543952402665   ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1942 ,       4932272 ,           15536 ,0.004344008677164514  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1943 ,       4934328 ,           15544 ,0.003937312856096431  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1944 ,       4937408 ,           15552 ,0.004005732541291844  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1945 ,       4939016 ,           15560 ,0.0035303504034930994 ,                     1.0   ,                  1.0   ,0.0062332063977621945 ,                       0.875 ,                    0.875 ,                        ,
1946 ,       4942352 ,           15568 ,0.0035626341189030726 ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1947 ,       4945816 ,           15576 ,0.003926163036179602  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1948 ,       4947872 ,           15584 ,0.0032156279516379355 ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1949 ,       4950824 ,           15592 ,0.004532987244763743  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1950 ,       4953840 ,           15600 ,0.0024054345922913116 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1951 ,       4957048 ,           15608 ,0.0033487353860248465 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1952 ,       4959936 ,           15616 ,0.004308485636241209  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1953 ,       4962952 ,           15624 ,0.0026517316791152346 ,                     1.0   ,                  1.0   ,0.0032591819949163766 ,                       0.875 ,                    0.875 ,                        ,
1954 ,       4965136 ,           15632 ,0.005718519780539764  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1955 ,       4968216 ,           15640 ,0.004159110305410724  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1956 ,       4969952 ,           15648 ,0.008124055957935437  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1957 ,       4971880 ,           15656 ,0.0030468139645664347 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1958 ,       4975280 ,           15664 ,0.0013068731008457296 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1959 ,       4978552 ,           15672 ,0.0016954100935978598 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1960 ,       4981440 ,           15680 ,0.001551465105024099  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1961 ,       4983432 ,           15688 ,0.0032585554812126476 ,                     1.0   ,                  1.0   ,0.007674121120409669  ,                       0.75  ,                    0.75  ,                        ,
1962 ,       4985488 ,           15696 ,0.0024190436707534247 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1963 ,       4988440 ,           15704 ,0.0020361255072638483 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1964 ,       4990240 ,           15712 ,0.004201777774600584  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1965 ,       4993384 ,           15720 ,0.0026311568494249665 ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1966 ,       4996272 ,           15728 ,0.0026169428905731835 ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1967 ,       5000504 ,           15736 ,0.0031578403572569006 ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1968 ,       5004096 ,           15744 ,0.0025747323104636758 ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1969 ,       5006408 ,           15752 ,0.0032375338494182995 ,                     0.875 ,                  0.875 ,0.0027002383876624627 ,                       1.0   ,                    1.0   ,                        ,
1970 ,       5009616 ,           15760 ,0.0034456875784010144 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1971 ,       5012056 ,           15768 ,0.004805653977294507  ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1972 ,       5015392 ,           15776 ,0.0018183457040752743 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1973 ,       5018728 ,           15784 ,0.0033610227337428794 ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1974 ,       5020656 ,           15792 ,0.0022081127245108124 ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1975 ,       5022968 ,           15800 ,0.004383266816239531  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
1976 ,       5024896 ,           15808 ,0.0061965478929949915 ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1977 ,       5026632 ,           15816 ,0.0019751273464628707 ,                     1.0   ,                  1.0   ,0.00390106106493869   ,                       0.875 ,                    0.875 ,                        ,
1978 ,       5030096 ,           15824 ,0.002614759289565475  ,                     1.0   ,                  1.0   ,                      ,                             ,                          ,                        ,
1979 ,       5032984 ,           15832 ,0.0037536712958802015 ,                     0.75  ,                  0.75  ,                      ,                             ,                          ,                        ,
1980 ,       5034848 ,           15840 ,0.005362884330505741  ,                     0.875 ,                  0.875 ,                      ,                             ,                          ,                        ,
